@relation vsrr-provisional-drug-overdose-death-counts

@attribute State {AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,US,UT,VA,VT,WA,WI,WV,WY,YC}
@attribute 'State Name' {AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,US,UT,VA,VT,WA,WI,WV,WY,YC}
@attribute Year numeric
@attribute Month {January,February,March,April,May,June,July,August,September,October,November,December}
@attribute Indicator {'Number of Deaths','Number of Drug Overdose Deaths','Cocaine (T40.5)','Heroin (T40.1)','Methadone (T40.3)','Natural & semi-synthetic opioids (T40.2)','Opioids (T40.0-T40.4,T40.6)','Percent with drugs specified','Psychostimulants with abuse potential (T43.6)','Synthetic opioids, excl. methadone (T40.4)'}
@attribute 'Data Value' numeric
@attribute 'Predicted Value' numeric
@attribute 'Percent Complete' numeric
@attribute 'Percent Pending Investigation' numeric
@attribute Footnote {'Underreported due to incomplete data','Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis'}

@data
WV,WV,2017,November,'Cocaine (T40.5)',192,201,100,0.258859,'Underreported due to incomplete data'
WV,WV,2017,December,'Cocaine (T40.5)',201,210,100,0.230435,'Underreported due to incomplete data'
WV,WV,2018,January,'Cocaine (T40.5)',194,202,100,0.328256,'Underreported due to incomplete data'
WV,WV,2018,February,'Cocaine (T40.5)',192,201,100,0.507814,'Underreported due to incomplete data'
WV,WV,2018,March,'Cocaine (T40.5)',183,193,100,0.683371,'Underreported due to incomplete data'
WV,WV,2018,April,'Cocaine (T40.5)',168,180,100,0.955512,'Underreported due to incomplete data'
WV,WV,2015,January,'Heroin (T40.1)',178,183,100,0.156451,?
WV,WV,2015,February,'Heroin (T40.1)',177,183,100,0.165054,?
WV,WV,2015,March,'Heroin (T40.1)',183,189,100,0.155379,?
WV,WV,2015,April,'Heroin (T40.1)',187,193,100,0.167527,?
WV,WV,2015,May,'Heroin (T40.1)',184,190,100,0.166659,?
WV,WV,2015,June,'Heroin (T40.1)',182,189,100,0.212065,?
WV,WV,2015,July,'Heroin (T40.1)',189,196,100,0.201884,?
WV,WV,2015,August,'Heroin (T40.1)',187,194,100,0.201884,?
WV,WV,2015,September,'Heroin (T40.1)',198,206,100,0.201848,?
WV,WV,2015,October,'Heroin (T40.1)',208,215,100,0.178851,?
WV,WV,2015,November,'Heroin (T40.1)',207,213,100,0.16179,?
WV,WV,2015,December,'Heroin (T40.1)',200,205,100,0.13981,?
WV,WV,2016,January,'Heroin (T40.1)',199,204,100,0.141275,?
WV,WV,2016,February,'Heroin (T40.1)',209,214,100,0.128299,?
WV,WV,2016,March,'Heroin (T40.1)',214,219,100,0.128417,?
WV,WV,2016,April,'Heroin (T40.1)',211,216,100,0.119667,?
WV,WV,2016,May,'Heroin (T40.1)',218,223,100,0.128931,?
WV,WV,2016,June,'Heroin (T40.1)',228,232,100,0.096255,?
WV,WV,2016,July,'Heroin (T40.1)',240,245,100,0.114521,?
WV,WV,2016,August,'Heroin (T40.1)',244,249,100,0.110056,?
WV,WV,2016,September,'Heroin (T40.1)',238,243,100,0.096132,?
WV,WV,2016,October,'Heroin (T40.1)',231,236,100,0.100733,?
WV,WV,2016,November,'Heroin (T40.1)',243,249,100,0.118635,?
WV,WV,2016,December,'Heroin (T40.1)',241,248,100,0.159163,?
WV,WV,2017,January,'Heroin (T40.1)',246,252,100,0.157843,'Underreported due to incomplete data'
WV,WV,2017,February,'Heroin (T40.1)',243,249,100,0.152974,'Underreported due to incomplete data'
WV,WV,2017,March,'Heroin (T40.1)',248,255,100,0.169863,'Underreported due to incomplete data'
WV,WV,2017,April,'Heroin (T40.1)',256,262,100,0.173735,'Underreported due to incomplete data'
WV,WV,2017,May,'Heroin (T40.1)',261,268,100,0.182889,'Underreported due to incomplete data'
WV,WV,2017,June,'Heroin (T40.1)',260,268,100,0.201198,'Underreported due to incomplete data'
WV,WV,2017,July,'Heroin (T40.1)',254,265,100,0.2065,'Underreported due to incomplete data'
WV,WV,2017,August,'Heroin (T40.1)',253,265,100,0.219151,'Underreported due to incomplete data'
WV,WV,2017,September,'Heroin (T40.1)',251,264,100,0.237828,'Underreported due to incomplete data'
WV,WV,2017,October,'Heroin (T40.1)',258,271,100,0.246008,'Underreported due to incomplete data'
WV,WV,2017,November,'Heroin (T40.1)',254,267,100,0.258859,'Underreported due to incomplete data'
WV,WV,2017,December,'Heroin (T40.1)',259,269,100,0.230435,'Underreported due to incomplete data'
WV,WV,2018,January,'Heroin (T40.1)',251,265,100,0.328256,'Underreported due to incomplete data'
WV,WV,2018,February,'Heroin (T40.1)',245,268,100,0.507814,'Underreported due to incomplete data'
WV,WV,2018,March,'Heroin (T40.1)',232,262,100,0.683371,'Underreported due to incomplete data'
WV,WV,2018,April,'Heroin (T40.1)',220,261,100,0.955512,'Underreported due to incomplete data'
WV,WV,2015,January,'Methadone (T40.3)',41,43,100,0.156451,?
WV,WV,2015,February,'Methadone (T40.3)',41,43,100,0.165054,?
WV,WV,2015,March,'Methadone (T40.3)',39,41,100,0.155379,?
WV,WV,2015,April,'Methadone (T40.3)',39,41,100,0.167527,?
WV,WV,2015,May,'Methadone (T40.3)',37,39,100,0.166659,?
WV,WV,2015,June,'Methadone (T40.3)',37,39,100,0.212065,?
WV,WV,2015,July,'Methadone (T40.3)',33,35,100,0.201884,?
WV,WV,2015,August,'Methadone (T40.3)',33,35,100,0.201884,?
WV,WV,2015,September,'Methadone (T40.3)',29,31,100,0.201848,?
WV,WV,2015,October,'Methadone (T40.3)',31,33,100,0.178851,?
WV,WV,2015,November,'Methadone (T40.3)',31,33,100,0.16179,?
WV,WV,2015,December,'Methadone (T40.3)',31,32,100,0.13981,?
WV,WV,2016,January,'Methadone (T40.3)',30,31,100,0.141275,?
WV,WV,2016,February,'Methadone (T40.3)',31,32,100,0.128299,?
WV,WV,2016,March,'Methadone (T40.3)',29,30,100,0.128417,?
WV,WV,2016,April,'Methadone (T40.3)',30,31,100,0.119667,?
WV,WV,2016,May,'Methadone (T40.3)',29,30,100,0.128931,?
WV,WV,2016,June,'Methadone (T40.3)',29,30,100,0.096255,?
WV,WV,2016,July,'Methadone (T40.3)',32,33,100,0.114521,?
WV,WV,2016,August,'Methadone (T40.3)',31,32,100,0.110056,?
WV,WV,2016,September,'Methadone (T40.3)',31,32,100,0.096132,?
WV,WV,2016,October,'Methadone (T40.3)',31,32,100,0.100733,?
WV,WV,2016,November,'Methadone (T40.3)',32,33,100,0.118635,?
WV,WV,2016,December,'Methadone (T40.3)',28,29,100,0.159163,?
WV,WV,2017,January,'Methadone (T40.3)',27,28,100,0.157843,'Underreported due to incomplete data'
WV,WV,2017,February,'Methadone (T40.3)',27,28,100,0.152974,'Underreported due to incomplete data'
WV,WV,2017,March,'Methadone (T40.3)',28,29,100,0.169863,'Underreported due to incomplete data'
WV,WV,2017,April,'Methadone (T40.3)',29,31,100,0.173735,'Underreported due to incomplete data'
WV,WV,2017,May,'Methadone (T40.3)',30,32,100,0.182889,'Underreported due to incomplete data'
WV,WV,2017,June,'Methadone (T40.3)',28,30,100,0.201198,'Underreported due to incomplete data'
WV,WV,2017,July,'Methadone (T40.3)',29,31,100,0.2065,'Underreported due to incomplete data'
WV,WV,2017,August,'Methadone (T40.3)',33,35,100,0.219151,'Underreported due to incomplete data'
WV,WV,2017,September,'Methadone (T40.3)',35,38,100,0.237828,'Underreported due to incomplete data'
WV,WV,2017,October,'Methadone (T40.3)',36,39,100,0.246008,'Underreported due to incomplete data'
WV,WV,2017,November,'Methadone (T40.3)',36,39,100,0.258859,'Underreported due to incomplete data'
WV,WV,2017,December,'Methadone (T40.3)',38,40,100,0.230435,'Underreported due to incomplete data'
WV,WV,2018,January,'Methadone (T40.3)',38,41,100,0.328256,'Underreported due to incomplete data'
WV,WV,2018,February,'Methadone (T40.3)',37,42,100,0.507814,'Underreported due to incomplete data'
WV,WV,2018,March,'Methadone (T40.3)',36,42,100,0.683371,'Underreported due to incomplete data'
WV,WV,2018,April,'Methadone (T40.3)',33,42,100,0.955512,'Underreported due to incomplete data'
WV,WV,2015,January,'Natural & semi-synthetic opioids (T40.2)',374,389,100,0.156451,?
WV,WV,2015,February,'Natural & semi-synthetic opioids (T40.2)',377,393,100,0.165054,?
WV,WV,2015,March,'Natural & semi-synthetic opioids (T40.2)',387,402,100,0.155379,?
WV,WV,2015,April,'Natural & semi-synthetic opioids (T40.2)',389,405,100,0.167527,?
WV,WV,2015,May,'Natural & semi-synthetic opioids (T40.2)',386,402,100,0.166659,?
WV,WV,2015,June,'Natural & semi-synthetic opioids (T40.2)',390,410,100,0.212065,?
WV,WV,2015,July,'Natural & semi-synthetic opioids (T40.2)',375,394,100,0.201884,?
WV,WV,2015,August,'Natural & semi-synthetic opioids (T40.2)',377,396,100,0.201884,?
WV,WV,2015,September,'Natural & semi-synthetic opioids (T40.2)',374,393,100,0.201848,?
WV,WV,2015,October,'Natural & semi-synthetic opioids (T40.2)',368,384,100,0.178851,?
WV,WV,2015,November,'Natural & semi-synthetic opioids (T40.2)',361,376,100,0.16179,?
WV,WV,2015,December,'Natural & semi-synthetic opioids (T40.2)',360,373,100,0.13981,?
WV,WV,2016,January,'Natural & semi-synthetic opioids (T40.2)',356,369,100,0.141275,?
WV,WV,2016,February,'Natural & semi-synthetic opioids (T40.2)',361,373,100,0.128299,?
WV,WV,2016,March,'Natural & semi-synthetic opioids (T40.2)',357,369,100,0.128417,?
WV,WV,2016,April,'Natural & semi-synthetic opioids (T40.2)',352,363,100,0.119667,?
WV,WV,2016,May,'Natural & semi-synthetic opioids (T40.2)',348,360,100,0.128931,?
WV,WV,2016,June,'Natural & semi-synthetic opioids (T40.2)',351,360,100,0.096255,?
WV,WV,2016,July,'Natural & semi-synthetic opioids (T40.2)',350,361,100,0.114521,?
WV,WV,2016,August,'Natural & semi-synthetic opioids (T40.2)',341,351,100,0.110056,?
WV,WV,2016,September,'Natural & semi-synthetic opioids (T40.2)',345,354,100,0.096132,?
WV,WV,2016,October,'Natural & semi-synthetic opioids (T40.2)',329,338,100,0.100733,?
WV,WV,2016,November,'Natural & semi-synthetic opioids (T40.2)',325,335,100,0.118635,?
WV,WV,2016,December,'Natural & semi-synthetic opioids (T40.2)',325,338,100,0.159163,?
WV,WV,2017,January,'Natural & semi-synthetic opioids (T40.2)',324,334,100,0.157843,'Underreported due to incomplete data'
WV,WV,2017,February,'Natural & semi-synthetic opioids (T40.2)',320,331,100,0.152974,'Underreported due to incomplete data'
WV,WV,2017,March,'Natural & semi-synthetic opioids (T40.2)',311,323,100,0.169863,'Underreported due to incomplete data'
WV,WV,2017,April,'Natural & semi-synthetic opioids (T40.2)',315,328,100,0.173735,'Underreported due to incomplete data'
WV,WV,2017,May,'Natural & semi-synthetic opioids (T40.2)',320,333,100,0.182889,'Underreported due to incomplete data'
WV,WV,2017,June,'Natural & semi-synthetic opioids (T40.2)',317,332,100,0.201198,'Underreported due to incomplete data'
WV,WV,2017,July,'Natural & semi-synthetic opioids (T40.2)',317,334,100,0.2065,'Underreported due to incomplete data'
WV,WV,2017,August,'Natural & semi-synthetic opioids (T40.2)',309,328,100,0.219151,'Underreported due to incomplete data'
WV,WV,2017,September,'Natural & semi-synthetic opioids (T40.2)',295,314,100,0.237828,'Underreported due to incomplete data'
WV,WV,2017,October,'Natural & semi-synthetic opioids (T40.2)',293,312,100,0.246008,'Underreported due to incomplete data'
WV,WV,2017,November,'Natural & semi-synthetic opioids (T40.2)',289,307,100,0.258859,'Underreported due to incomplete data'
WV,WV,2017,December,'Natural & semi-synthetic opioids (T40.2)',286,299,100,0.230435,'Underreported due to incomplete data'
WV,WV,2018,January,'Natural & semi-synthetic opioids (T40.2)',271,290,100,0.328256,'Underreported due to incomplete data'
WV,WV,2018,February,'Natural & semi-synthetic opioids (T40.2)',257,287,100,0.507814,'Underreported due to incomplete data'
WV,WV,2018,March,'Natural & semi-synthetic opioids (T40.2)',248,289,100,0.683371,'Underreported due to incomplete data'
WV,WV,2018,April,'Natural & semi-synthetic opioids (T40.2)',228,284,100,0.955512,'Underreported due to incomplete data'
WV,WV,2015,January,'Number of Deaths',21732,?,100,0.156451,?
WV,WV,2015,February,'Number of Deaths',21811,?,100,0.165054,?
WV,WV,2015,March,'Number of Deaths',21882,?,100,0.155379,?
WV,WV,2015,April,'Number of Deaths',22086,?,100,0.167527,?
WV,WV,2015,May,'Number of Deaths',22201,?,100,0.166659,?
WV,WV,2015,June,'Number of Deaths',22163,?,100,0.212065,?
WV,WV,2015,July,'Number of Deaths',22290,?,100,0.201884,?
WV,WV,2015,August,'Number of Deaths',22290,?,100,0.201884,?
WV,WV,2015,September,'Number of Deaths',22294,?,100,0.201848,?
WV,WV,2015,October,'Number of Deaths',22365,?,100,0.178851,?
WV,WV,2015,November,'Number of Deaths',22251,?,100,0.16179,?
WV,WV,2015,December,'Number of Deaths',22173,?,100,0.13981,?
WV,WV,2016,January,'Number of Deaths',21943,?,100,0.141275,?
WV,WV,2016,February,'Number of Deaths',21824,?,100,0.128299,?
WV,WV,2016,March,'Number of Deaths',21804,?,100,0.128417,?
WV,WV,2016,April,'Number of Deaths',21727,?,100,0.119667,?
WV,WV,2016,May,'Number of Deaths',21717,?,100,0.128931,?
WV,WV,2016,June,'Number of Deaths',21817,?,100,0.096255,?
WV,WV,2016,July,'Number of Deaths',21830,?,100,0.114521,?
WV,WV,2016,August,'Number of Deaths',21807,?,100,0.110056,?
WV,WV,2016,September,'Number of Deaths',21845,?,100,0.096132,?
WV,WV,2016,October,'Number of Deaths',21840,?,100,0.100733,?
WV,WV,2016,November,'Number of Deaths',21916,?,100,0.118635,?
WV,WV,2016,December,'Number of Deaths',21990,?,100,0.159163,?
WV,WV,2017,January,'Number of Deaths',22174,?,100,0.157843,'Underreported due to incomplete data'
WV,WV,2017,February,'Number of Deaths',22226,?,100,0.152974,'Underreported due to incomplete data'
WV,WV,2017,March,'Number of Deaths',22371,?,100,0.169863,'Underreported due to incomplete data'
WV,WV,2017,April,'Number of Deaths',22448,?,100,0.173735,'Underreported due to incomplete data'
WV,WV,2017,May,'Number of Deaths',22418,?,100,0.182889,'Underreported due to incomplete data'
WV,WV,2017,June,'Number of Deaths',22366,?,100,0.201198,'Underreported due to incomplete data'
WV,WV,2017,July,'Number of Deaths',22276,?,100,0.2065,'Underreported due to incomplete data'
WV,WV,2017,August,'Number of Deaths',22359,?,100,0.219151,'Underreported due to incomplete data'
WV,WV,2017,September,'Number of Deaths',22285,?,100,0.237828,'Underreported due to incomplete data'
WV,WV,2017,October,'Number of Deaths',22357,?,100,0.246008,'Underreported due to incomplete data'
WV,WV,2017,November,'Number of Deaths',22406,?,100,0.258859,'Underreported due to incomplete data'
WV,WV,2017,December,'Number of Deaths',22566,?,100,0.230435,'Underreported due to incomplete data'
WV,WV,2018,January,'Number of Deaths',22848,?,100,0.328256,'Underreported due to incomplete data'
WV,WV,2018,February,'Number of Deaths',22843,?,100,0.507814,'Underreported due to incomplete data'
WV,WV,2018,March,'Number of Deaths',22828,?,100,0.683371,'Underreported due to incomplete data'
WV,WV,2018,April,'Number of Deaths',22815,?,100,0.955512,'Underreported due to incomplete data'
WV,WV,2015,January,'Number of Drug Overdose Deaths',644,664,100,0.156451,?
WV,WV,2015,February,'Number of Drug Overdose Deaths',653,675,100,0.165054,?
WV,WV,2015,March,'Number of Drug Overdose Deaths',671,692,100,0.155379,?
WV,WV,2015,April,'Number of Drug Overdose Deaths',683,706,100,0.167527,?
WV,WV,2015,May,'Number of Drug Overdose Deaths',681,704,100,0.166659,?
WV,WV,2015,June,'Number of Drug Overdose Deaths',681,709,100,0.212065,?
WV,WV,2015,July,'Number of Drug Overdose Deaths',684,711,100,0.201884,?
WV,WV,2015,August,'Number of Drug Overdose Deaths',682,709,100,0.201884,?
WV,WV,2015,September,'Number of Drug Overdose Deaths',686,713,100,0.201848,?
WV,WV,2015,October,'Number of Drug Overdose Deaths',717,742,100,0.178851,?
WV,WV,2015,November,'Number of Drug Overdose Deaths',719,742,100,0.16179,?
WV,WV,2015,December,'Number of Drug Overdose Deaths',729,750,100,0.13981,?
WV,WV,2016,January,'Number of Drug Overdose Deaths',731,752,100,0.141275,?
WV,WV,2016,February,'Number of Drug Overdose Deaths',755,775,100,0.128299,?
WV,WV,2016,March,'Number of Drug Overdose Deaths',757,777,100,0.128417,?
WV,WV,2016,April,'Number of Drug Overdose Deaths',764,783,100,0.119667,?
WV,WV,2016,May,'Number of Drug Overdose Deaths',779,800,100,0.128931,?
WV,WV,2016,June,'Number of Drug Overdose Deaths',804,821,100,0.096255,?
WV,WV,2016,July,'Number of Drug Overdose Deaths',809,828,100,0.114521,?
WV,WV,2016,August,'Number of Drug Overdose Deaths',821,840,100,0.110056,?
WV,WV,2016,September,'Number of Drug Overdose Deaths',838,855,100,0.096132,?
WV,WV,2016,October,'Number of Drug Overdose Deaths',824,842,100,0.100733,?
WV,WV,2016,November,'Number of Drug Overdose Deaths',856,877,100,0.118635,?
WV,WV,2016,December,'Number of Drug Overdose Deaths',879,907,100,0.159163,?
WV,WV,2017,January,'Number of Drug Overdose Deaths',911,932,100,0.157843,'Underreported due to incomplete data'
WV,WV,2017,February,'Number of Drug Overdose Deaths',929,953,100,0.152974,'Underreported due to incomplete data'
WV,WV,2017,March,'Number of Drug Overdose Deaths',949,977,100,0.169863,'Underreported due to incomplete data'
WV,WV,2017,April,'Number of Drug Overdose Deaths',983,1013,100,0.173735,'Underreported due to incomplete data'
WV,WV,2017,May,'Number of Drug Overdose Deaths',991,1023,100,0.182889,'Underreported due to incomplete data'
WV,WV,2017,June,'Number of Drug Overdose Deaths',1007,1047,100,0.201198,'Underreported due to incomplete data'
WV,WV,2017,July,'Number of Drug Overdose Deaths',1026,1070,100,0.2065,'Underreported due to incomplete data'
WV,WV,2017,August,'Number of Drug Overdose Deaths',1027,1078,100,0.219151,'Underreported due to incomplete data'
WV,WV,2017,September,'Number of Drug Overdose Deaths',1007,1059,100,0.237828,'Underreported due to incomplete data'
WV,WV,2017,October,'Number of Drug Overdose Deaths',1013,1065,100,0.246008,'Underreported due to incomplete data'
WV,WV,2017,November,'Number of Drug Overdose Deaths',1001,1051,100,0.258859,'Underreported due to incomplete data'
WV,WV,2017,December,'Number of Drug Overdose Deaths',1005,1043,100,0.230435,'Underreported due to incomplete data'
WV,WV,2018,January,'Number of Drug Overdose Deaths',958,1009,100,0.328256,'Underreported due to incomplete data'
WV,WV,2018,February,'Number of Drug Overdose Deaths',913,997,100,0.507814,'Underreported due to incomplete data'
WV,WV,2018,March,'Number of Drug Overdose Deaths',872,985,100,0.683371,'Underreported due to incomplete data'
WV,WV,2018,April,'Number of Drug Overdose Deaths',800,953,100,0.955512,'Underreported due to incomplete data'
WV,WV,2015,January,'Opioids (T40.0-T40.4,T40.6)',580,600,100,0.156451,?
WV,WV,2015,February,'Opioids (T40.0-T40.4,T40.6)',585,606,100,0.165054,?
WV,WV,2015,March,'Opioids (T40.0-T40.4,T40.6)',599,619,100,0.155379,?
WV,WV,2015,April,'Opioids (T40.0-T40.4,T40.6)',615,637,100,0.167527,?
WV,WV,2015,May,'Opioids (T40.0-T40.4,T40.6)',609,631,100,0.166659,?
WV,WV,2015,June,'Opioids (T40.0-T40.4,T40.6)',614,642,100,0.212065,?
WV,WV,2015,July,'Opioids (T40.0-T40.4,T40.6)',611,637,100,0.201884,?
WV,WV,2015,August,'Opioids (T40.0-T40.4,T40.6)',609,635,100,0.201884,?
WV,WV,2015,September,'Opioids (T40.0-T40.4,T40.6)',612,638,100,0.201848,?
WV,WV,2015,October,'Opioids (T40.0-T40.4,T40.6)',637,661,100,0.178851,?
WV,WV,2015,November,'Opioids (T40.0-T40.4,T40.6)',634,656,100,0.16179,?
WV,WV,2015,December,'Opioids (T40.0-T40.4,T40.6)',636,656,100,0.13981,?
WV,WV,2016,January,'Opioids (T40.0-T40.4,T40.6)',631,651,100,0.141275,?
WV,WV,2016,February,'Opioids (T40.0-T40.4,T40.6)',653,672,100,0.128299,?
WV,WV,2016,March,'Opioids (T40.0-T40.4,T40.6)',658,677,100,0.128417,?
WV,WV,2016,April,'Opioids (T40.0-T40.4,T40.6)',653,671,100,0.119667,?
WV,WV,2016,May,'Opioids (T40.0-T40.4,T40.6)',662,681,100,0.128931,?
WV,WV,2016,June,'Opioids (T40.0-T40.4,T40.6)',682,697,100,0.096255,?
WV,WV,2016,July,'Opioids (T40.0-T40.4,T40.6)',691,709,100,0.114521,?
WV,WV,2016,August,'Opioids (T40.0-T40.4,T40.6)',696,713,100,0.110056,?
WV,WV,2016,September,'Opioids (T40.0-T40.4,T40.6)',709,725,100,0.096132,?
WV,WV,2016,October,'Opioids (T40.0-T40.4,T40.6)',689,705,100,0.100733,?
WV,WV,2016,November,'Opioids (T40.0-T40.4,T40.6)',714,733,100,0.118635,?
WV,WV,2016,December,'Opioids (T40.0-T40.4,T40.6)',734,759,100,0.159163,?
WV,WV,2017,January,'Opioids (T40.0-T40.4,T40.6)',761,780,100,0.157843,'Underreported due to incomplete data'
WV,WV,2017,February,'Opioids (T40.0-T40.4,T40.6)',778,800,100,0.152974,'Underreported due to incomplete data'
WV,WV,2017,March,'Opioids (T40.0-T40.4,T40.6)',791,816,100,0.169863,'Underreported due to incomplete data'
WV,WV,2017,April,'Opioids (T40.0-T40.4,T40.6)',821,848,100,0.173735,'Underreported due to incomplete data'
WV,WV,2017,May,'Opioids (T40.0-T40.4,T40.6)',840,868,100,0.182889,'Underreported due to incomplete data'
WV,WV,2017,June,'Opioids (T40.0-T40.4,T40.6)',849,884,100,0.201198,'Underreported due to incomplete data'
WV,WV,2017,July,'Opioids (T40.0-T40.4,T40.6)',869,910,100,0.2065,'Underreported due to incomplete data'
WV,WV,2017,August,'Opioids (T40.0-T40.4,T40.6)',874,920,100,0.219151,'Underreported due to incomplete data'
WV,WV,2017,September,'Opioids (T40.0-T40.4,T40.6)',856,904,100,0.237828,'Underreported due to incomplete data'
WV,WV,2017,October,'Opioids (T40.0-T40.4,T40.6)',869,917,100,0.246008,'Underreported due to incomplete data'
WV,WV,2017,November,'Opioids (T40.0-T40.4,T40.6)',861,909,100,0.258859,'Underreported due to incomplete data'
WV,WV,2017,December,'Opioids (T40.0-T40.4,T40.6)',868,904,100,0.230435,'Underreported due to incomplete data'
WV,WV,2018,January,'Opioids (T40.0-T40.4,T40.6)',830,878,100,0.328256,'Underreported due to incomplete data'
WV,WV,2018,February,'Opioids (T40.0-T40.4,T40.6)',783,861,100,0.507814,'Underreported due to incomplete data'
WV,WV,2018,March,'Opioids (T40.0-T40.4,T40.6)',753,858,100,0.683371,'Underreported due to incomplete data'
WV,WV,2018,April,'Opioids (T40.0-T40.4,T40.6)',697,842,100,0.955512,'Underreported due to incomplete data'
WV,WV,2015,January,'Percent with drugs specified',99.534161,?,100,0.156451,?
WV,WV,2015,February,'Percent with drugs specified',99.540582,?,100,0.165054,?
WV,WV,2015,March,'Percent with drugs specified',99.701937,?,100,0.155379,?
WV,WV,2015,April,'Percent with drugs specified',99.707174,?,100,0.167527,?
WV,WV,2015,May,'Percent with drugs specified',99.559471,?,100,0.166659,?
WV,WV,2015,June,'Percent with drugs specified',99.559471,?,100,0.212065,?
WV,WV,2015,July,'Percent with drugs specified',99.269006,?,100,0.201884,?
WV,WV,2015,August,'Percent with drugs specified',99.266862,?,100,0.201884,?
WV,WV,2015,September,'Percent with drugs specified',99.271137,?,100,0.201848,?
WV,WV,2015,October,'Percent with drugs specified',99.30265,?,100,0.178851,?
WV,WV,2015,November,'Percent with drugs specified',99.30459,?,100,0.16179,?
WV,WV,2015,December,'Percent with drugs specified',99.451303,?,100,0.13981,?
WV,WV,2016,January,'Percent with drugs specified',99.589603,?,100,0.141275,?
WV,WV,2016,February,'Percent with drugs specified',99.470199,?,100,0.128299,?
WV,WV,2016,March,'Percent with drugs specified',99.471598,?,100,0.128417,?
WV,WV,2016,April,'Percent with drugs specified',99.34555,?,100,0.119667,?
WV,WV,2016,May,'Percent with drugs specified',99.101412,?,100,0.128931,?
WV,WV,2016,June,'Percent with drugs specified',98.756219,?,100,0.096255,?
WV,WV,2016,July,'Percent with drugs specified',99.011125,?,100,0.114521,?
WV,WV,2016,August,'Percent with drugs specified',98.903776,?,100,0.110056,?
WV,WV,2016,September,'Percent with drugs specified',98.687351,?,100,0.096132,?
WV,WV,2016,October,'Percent with drugs specified',98.42233,?,100,0.100733,?
WV,WV,2016,November,'Percent with drugs specified',97.897196,?,100,0.118635,?
WV,WV,2016,December,'Percent with drugs specified',97.38339,?,100,0.159163,?
WV,WV,2017,January,'Percent with drugs specified',97.255763,?,100,0.157843,'Underreported due to incomplete data'
WV,WV,2017,February,'Percent with drugs specified',97.308934,?,100,0.152974,'Underreported due to incomplete data'
WV,WV,2017,March,'Percent with drugs specified',97.260274,?,100,0.169863,'Underreported due to incomplete data'
WV,WV,2017,April,'Percent with drugs specified',97.456765,?,100,0.173735,'Underreported due to incomplete data'
WV,WV,2017,May,'Percent with drugs specified',97.578204,?,100,0.182889,'Underreported due to incomplete data'
WV,WV,2017,June,'Percent with drugs specified',97.815293,?,100,0.201198,'Underreported due to incomplete data'
WV,WV,2017,July,'Percent with drugs specified',97.85575,?,100,0.2065,'Underreported due to incomplete data'
WV,WV,2017,August,'Percent with drugs specified',97.760467,?,100,0.219151,'Underreported due to incomplete data'
WV,WV,2017,September,'Percent with drugs specified',97.914598,?,100,0.237828,'Underreported due to incomplete data'
WV,WV,2017,October,'Percent with drugs specified',98.124383,?,100,0.246008,'Underreported due to incomplete data'
WV,WV,2017,November,'Percent with drugs specified',98.601399,?,100,0.258859,'Underreported due to incomplete data'
WV,WV,2017,December,'Percent with drugs specified',99.104478,?,100,0.230435,'Underreported due to incomplete data'
WV,WV,2018,January,'Percent with drugs specified',99.164927,?,100,0.328256,'Underreported due to incomplete data'
WV,WV,2018,February,'Percent with drugs specified',99.233297,?,100,0.507814,'Underreported due to incomplete data'
WV,WV,2018,March,'Percent with drugs specified',99.311927,?,100,0.683371,'Underreported due to incomplete data'
WV,WV,2018,April,'Percent with drugs specified',99.25,?,100,0.955512,'Underreported due to incomplete data'
WV,WV,2015,January,'Psychostimulants with abuse potential (T43.6)',40,42,100,0.156451,?
WV,WV,2015,February,'Psychostimulants with abuse potential (T43.6)',43,45,100,0.165054,?
WV,WV,2015,March,'Psychostimulants with abuse potential (T43.6)',49,51,100,0.155379,?
WV,WV,2015,April,'Psychostimulants with abuse potential (T43.6)',50,53,100,0.167527,?
WV,WV,2015,May,'Psychostimulants with abuse potential (T43.6)',51,54,100,0.166659,?
WV,WV,2015,June,'Psychostimulants with abuse potential (T43.6)',50,53,100,0.212065,?
WV,WV,2015,July,'Psychostimulants with abuse potential (T43.6)',51,54,100,0.201884,?
WV,WV,2015,August,'Psychostimulants with abuse potential (T43.6)',51,54,100,0.201884,?
WV,WV,2015,September,'Psychostimulants with abuse potential (T43.6)',56,59,100,0.201848,?
WV,WV,2015,October,'Psychostimulants with abuse potential (T43.6)',63,66,100,0.178851,?
WV,WV,2015,November,'Psychostimulants with abuse potential (T43.6)',67,70,100,0.16179,?
WV,WV,2015,December,'Psychostimulants with abuse potential (T43.6)',66,69,100,0.13981,?
WV,WV,2016,January,'Psychostimulants with abuse potential (T43.6)',68,71,100,0.141275,?
